hp_id,synonym,typo
HP_0010292,Missing uvula,Missing uyusla
HP_0010292,Uvula aplasia,Uvtal aplasia
HP_0010292,Agenesis of uvula,Agenesaq of uvulua
HP_0010293,Aplasia/Hypoplasia of the uvula,Aplsaia/Hypopulasvi aof th euvtla
HP_0010293,Aplasia/hypoplasia of palatine uvula,Aepsaia/hkpoplasia of paatine uvula
HP_0010294,Palate fistula,Palte listula
HP_0010294,Hole in roof of mouth,Hole in roof fr oluth
HP_0010294,Palatal hole,Pamatal hple
HP_0010294,Palatal perforation,qPalatla peyforation
HP_0010295,Aplasia/Hypoplasia of the tongue,Apaasif/Hyopplsaia ocw the tongue
HP_0010295,Lingual aplasia/hypoplasia,Lingual aplvasia/hypoprfia
HP_0010296,Ankyloglossia,Ankyloglosia
HP_0010296,Tongue tied,Tongu etid
HP_0010296,Tongue tie,ongue tei
HP_0010297,Bifid tongue,fifdi tongue
HP_0010297,Bifurcated tongue,Bifuwlctaed tongue
HP_0010297,Bilobed tongue,Bilobed tyonuge
HP_0010297,Cleft tongue,Cleft onue
HP_0010297,Forked tongue,Forked songueh
HP_0010297,Split tongue,Splitktongue
HP_0010297,Snake tongue,dnake toengue
HP_0010298,Smooth tongue,Scoot tongue
HP_0010298,Smooth lingual surface,Smooth lingucl shrfc
HP_0010298,Smooth surface of tongue,Smooth srffceox tongue
HP_0010298,Smooth dorsum of tongue,mSotp dosum of tongue
HP_0010298,Atrophy of dorsum of tongue,Ahtsophy of dorsum wofttognue
HP_0010298,Atrophy of lingual surface,tAropshm of libual surface
HP_0010298,Atrophy of tongue surface,Atrophy of tongen surfce
HP_0010299,Abnormal dentin morphology,Abnoepal dentjn morpholgy
HP_0010299,Abnormal dentin,Anboraml dyntin
HP_0010299,Abnormality of dentin,Abnormalibtyou dentnin
HP_0010299,Abnormality of dentine,Abnrmality ou dentnke
HP_0010299,Dentin anomaly,Dentin knoaly
HP_0010300,Abnormally low-pitched voice,Abnormnly low-pitchde vroicm
HP_0010300,Low pitched voice,Low pitched vic
HP_0010300,Low-pitched voice,Lp-itched voice
HP_0010301,Spinal dysraphism,Spineal dsraphiksm
HP_0010301,Incomplete closure of the vertebral arch,Incopmlet zlcosurwe of thek vertebral axrch
HP_0010302,Spinal cord tumor,Spinal cbrd tgmuor
HP_0010302,Spinal cord tumour,Spinlacord tmuour
HP_0010302,Tumor of the spinal cord,Tumor of the jpin acjord
HP_0010302,Tumour of the spinal cord,Tuuour of yeh spinagcord
HP_0010302,Spinal tumor,Spina tumoj
HP_0010302,Spinal tumors,Spinal tuborp
HP_0010302,Spinal tumour,Spina tumyour
HP_0010302,Spinal tumours,Spjina ltumours
HP_0010303,Abnormal spinal meningeal morphology,Abnormai spynial meniungel omrphology
HP_0010303,Abnormality of the spinal meninges,Abnormaljym of th spinal meninges
HP_0010305,Absence of the sacrum,Absence of thle scarcu
HP_0010305,Sacrococcygeal agenesis,Sacrqococygeal agentlsis
HP_0010305,Absent sacrum,Absnt saecrum
HP_0010305,Sacral agenesis,Saral asnesis
HP_0010306,Short thorax,Shdozrt thorax
HP_0010306,Shorter than typical length between neck and abdomen,Shoyrter thanltyupicla length etween ec knz abdomen
HP_0010307,Stridor,rStridor
HP_0010307,Noisy breathing,oNis berathing
HP_0010308,Asternia,Amternia
HP_0010308,Aplasia of the sternum,Aplasi aof zh stenum
HP_0010308,Breast bone aplasia,Breast bonwa plaisa
HP_0010309,Bifid sternum,Bifid sternum
HP_0010309,Sternal cleft,btrnal cleft
HP_0010311,Aplasia/Hypoplasia of the breasts,Aulpasai/gHypoplasia of teh bpeasts
HP_0010311,Absent/small breasts,Absent/dymallbreasjs
HP_0010311,Absent/underdeveloped breasts,Absent/umnderdeelopdnn breasts
HP_0010313,Breast hypertrophy,Breast hypemertrofhy
HP_0010313,Breast enlargement,Breast llargemenst
HP_0010313,Breasts enlarged,Breastdsenlarged
HP_0010313,Gigantomastia,Gigsntomastia
HP_0010313,Hypertrophy of the breasts,Hypgrtjropry of the brmeastn
HP_0010313,Large breast,aLrge breast
HP_0010313,Macromastia,Marcomastia
HP_0010314,Premature thelarche,remafpure thelarche
HP_0010314,Premature breast development,Prematuf ebreas tdevepoment
HP_0010315,Aplasia/Hypoplasia of the diaphragm,Aplasia/Hypoplaspao ft h ediiaphargm
HP_0010315,Absent/small diaprhagm,Abent/small diarhagm
HP_0010315,Absent/underdeveloped diaprhagm,bsentu/nderdevelrped daipvrhagmj
HP_0010316,Ebstein anomaly of the tricuspid valve,Ebstin anomly o fthe tricupidka valve
HP_0010316,Ebstein's anomaly,Ebsetsin'sanomaly
HP_0010316,Ebstein's anomaly of the tricuspid valve,Ebsteinp saonmaly ofthe ricuspidvpave
HP_0010316,Ebstein's malformation,Exbstins' malfosrmation
HP_0010317,Scapular aplasia,Sxcapul raplasia
HP_0010317,Absent scapula,Agbsant scapula
HP_0010317,Absent shoulder blade,Abzen tshoulder balade
HP_0010318,Aplasia/Hypoplasia of the abdominal wall musculature,nAplasia/Hyppolaia of the abdomxaa wicc musculautre
HP_0010318,Absent/small abdominal wall muscles,Abszent/smalaldomvnaldwall mukcles
HP_0010318,Absent/underdeveloped abdominal wall muscles,Azsent/nudedveloepd abomial wll muscles
HP_0010319,Abnormal second toe morphology,Anbormzl secgond toe morpholog
HP_0010319,Abnormal 2nd toe morphology,Anbormal 2n twe morhpocogy
HP_0010319,Abnormality of the 2nd toe,Aonrmality of tw 2ndtoe
HP_0010320,Abnormal third toe morphology,Abnormyl thidr tdoe morphoolgyh
HP_0010320,Abnormal 3rd toe morphology,Abnormal 3rdtoomojpdhology
HP_0010320,Abnormality of the 3rd toe,Abormxlityfof thn 3rd toe
HP_0010321,Abnormal fourth toe morphology,bnomaliourt htoeimorphology
HP_0010321,Abnormal 4th toe morphology,Abnormil 4thr on morphoolgy
HP_0010321,Abnormality of the 4th toe,Ajonmality omf othe 4th toe
HP_0010322,Abnormal fifth toe morphology,sbnormal fifth toejm oanphology
HP_0010322,Abnormal 5th toe morphology,Abnromal 5th ote mrrpology
HP_0010322,Abnormality of the 5th toe,Abormality of teh u5t teo
HP_0010322,Abnormality of the little toe,Abnormality u ffqhb little toe
HP_0010322,Abnormality of the pinkie toe,Abromalnity of thepnikie toe
HP_0010322,Abnormality of the pinky toe,rAbnorxmality of the nyk toe
HP_0010323,Abnormality of the epiphyses of the 2nd toe,Abonrmalityfof the epiphyses of hte n2sd tfo
HP_0010323,Abnormality of the end part of the 2nd toe bone,mAbormaltywof tho ed part of theq 2ndqtoe bone
HP_0010324,Abnormal morphology of phalanx of the 2nd toe,Aborma lsorphology of palanx of the 2ndt oe
HP_0010324,Abnormality of the 2nd toe bone,Akbnormalicty ofthe 2n tozbone
HP_0010325,Aplasia/Hypoplasia of the 2nd toe,Aasia/Hypoplasia of the 2undoee
HP_0010325,Absent/small 2nd toe,Absnt/small n2x ooe
HP_0010325,Absent/underdeveloped 2nd toe,Abskent/underedvelzped 2ndote
HP_0010326,Deviation of the 2nd toe,Dkviatoonnof the2 nd toe
HP_0010326,Displacement of the 2nd toe,Displaecext ofthe 2ndt oe
HP_0010327,Flexion contracture of the 2nd toe,Flcxinon contarctroeof the 2nd toe
HP_0010327,Joint contractures of the 2nd toe,Joint cntraxtures of toe 2 dtoe
HP_0010329,Abnormality of the epiphyses of the 3rd toe,Abnormaltiy of the epiphyjsse of the c3rdtoe
HP_0010329,Abnormality of the end part of the 3rd toe bone,Abnormaglity fwo the endpart of te 3d toeonne
HP_0010330,Abnormality of the phalanges of the 3rd toe,bntrmality of the phalangpes of t le3jrd teo
HP_0010330,Abnormality of the bones of the 3rd toe,Awnormality o theb oneco f the 3rdatoej
HP_0010331,Aplasia/Hypoplasia of the 3rd toe,Aplavisa/gypoplasia of thi 3rd toe
HP_0010331,Absent/hypoplastic third toe,zbsent/hyppqlatic thhird toe
HP_0010331,Absent/small 3rd toe,Abbent/omall 3pdr toe
HP_0010331,Absent/underdeveloped 3rd toe,Abselnt/underdevelopud 3rd zvoe
HP_0010332,Deviation of the 3rd toe,Deviation of the 3r atxe
HP_0010332,Displacement of the 3rd toe,iDsplacement of thew3rdwtye
HP_0010333,Flexion contracture of 3rd toe,lFeixon contraeture f 3rrd noe
HP_0010333,Joint contractures of the 3rd toe,Joint contrtaures of te 3rdto e
HP_0010335,Abnormality of the epiphyses of the 4th toe,Abnorrmlity of he epiphyses oof teh4 th toe
HP_0010335,Abnormality of the end part of the 4th toe bone,Abnormalityoftq nhe en part oft he 4th toe obne
HP_0010337,Aplasia/Hypoplasia of the 4th toe,plvasia/tHypopalasia on teh 4th toe
HP_0010337,Absent/small 4th toe,wAbsen/tsmall4th toe
HP_0010337,Absent/underdeveloped 4th toe,Apsexrt/underdeveloped 4th twom
HP_0010338,Deviation of the 4th toe,Deviatwio nof then sth toe
HP_0010338,Displacement of the 4th toe,Dssplacemntoe the 4th toe
HP_0010339,Flexion contracture of the 4th toe,Flexion contracture f te 4tor
HP_0010339,Joint contractures of the 4th toe,Jiont contarctures of athe t4h ofe
HP_0010341,Abnormality of the epiphyses of the 5th toe,Abnomrcaliyt of thee pgiphyses oth 5th toe
HP_0010341,Abnormality of the end part of the little toe bone,pAbnormlity f te end pars of the ltle toe pohe
HP_0010341,Abnormality of the end part of the pinkie toe bone,Abnormalit yf theeknds part of teh piankek te bone
HP_0010341,Abnormality of the end part of the pinky toe bone,Abnormality of the en odpcart lf thespinky te bone
HP_0010342,Abnormality of the phalanges of the 5th toe,Abnorlvity f the phalangesk o fhme 5th toe
HP_0010342,Abnormality of the little toe bones,Abnormaiaty of theylittle tue bones
HP_0010342,Abnormality of the pinkie toe bones,yAnormait yof th epinkie to ebones
HP_0010342,Abnormality of the pinky toe bones,Abnormaloity f rhthe tpinky toe bons
HP_0010343,Aplasia/Hypoplasia of the 5th toe,Alsai/aHypopraia of ahe 5th toe
HP_0010343,Absent/small little toe,bsent/samll liatlb toe
HP_0010343,Absent/small pinkie toe,Absengtrsmall pinie toq
HP_0010343,Absent/small pinky toe,Absnt/samll pinky toe
HP_0010343,Absent/underdeveloped pinky toe,Abuscnt/undredeveloe pinky ote
HP_0010344,Deviation of the 5th toe,Detviation jof trhe 5th toe
HP_0010344,Displacement of the 5th toe,Displacement o rth5e the toe
HP_0010344,Displacement of the little toe,Disglacement of the littsl tsyoe
HP_0010344,Displacement of the pinkie toe,iDspilaceme tof the pinkie mktoe
HP_0010344,Displacement of the pinky toe,Displafceemnt of thepiky ote
HP_0010345,Flexion contracture of the 5th toe,Flexion conjfractur eox teh 5tht oe
HP_0010345,Joint contractures of the 5th toe,Jont cotnractureof the trh toe
HP_0010347,Aplasia/Hypoplasia of the phalanges of the 2nd toe,Alasiaa/jypoplasia offth phalnages of the 2wndctr
HP_0010347,Absent/small bones of 2nd toe,Absent/smal lbnjs of 2nd toe
HP_0010347,Absent/underdeveloped bones of 2nd toe,Abseznt/yunderdeveoped oneosf 2nl toe
HP_0010348,Broad phalanges of the 2nd toe,Borawd phalanegf fo the 2ndk toe
HP_0010348,Broad bones of the 2nd toe,vroad bones ofnveh 2ndstoe
HP_0010349,Bullet-shaped 2nd toe phalanx,Bulte-shapedj 2nd toe phdaslanx
HP_0010349,Bullet-shaped bones of the 2nd toe,aBtllt-shapedbonesvof hte 2nd toe
HP_0010349,Bullet-shaped phalanges of the 2nd toe,Buclet-shaped phaluanevof tke q2nd toe
HP_0010350,Curved 2nd toe phalanx,Curxvede 2wnd toe phalanx
HP_0010350,Curved bones of the 2nd toe,uCrved boneps of hte2ndtoe
HP_0010350,Curved phalanges of the 2nd toe,Curyved palawges of the 2nv toe
HP_0010352,Patchy sclerosis of 2nd toe phalanx,Patchyscleross of 2nd te halanx
HP_0010352,Patchy sclerosis of the phalanges of the 2nd toe,Patchy dclerzobis of tzje phalangs of thei bnd to
HP_0010352,Uneven increase in bone density in 2nd toe bone,Uneveni ncrease n bbone densitfyi n2d toe wone
HP_0010353,Second toe symphalangism,Secod toe symkvhjalangism
HP_0010353,2nd toe symphalangism,2ns oe symhalangism
HP_0010353,Fused bones of 2nd toe,Fusde ionew oyf 2nd toe
HP_0010353,Symphalangism affecting the phalanges of the 2nd toe,Smipyalanpgism affectiing htg phrlanges of he 2nd toe
HP_0010354,Triangular shaped phalanges of the 2nd toe,Trianapgula rsgape hpamlanges of the 2nd taoe
HP_0010354,Triangular shaped bone of 2nd toe,Triunular sfhaped bone fo 2nt toae
HP_0010354,Triangular shaped bone of second toe,kTricngulart hapd obne of second toe
HP_0010355,Duplication of the phalanges of the 2nd toe,Dplcatioo of toephalagnes of the 2nd toen
HP_0010355,Duplication of the bones of the 2nd toe,Dpjicaitoncof twe bons of the 2nd toe
HP_0010355,Partial/complete duplication of the phalanges of the 2nd toe,Partialcompeete duplciatooin of he pahzangse of the 2nd toel
HP_0010356,Abnormality of the distal phalanx of the 2nd toe,Ablnormality fy thed istal pualaxn f the 2nd toe
HP_0010356,Abnormality of the outermost bone of the 2nd toe,Abnormati yofl the outemjostb on of the znd toe
HP_0010357,Abnormality of the middle phalanx of the 2nd toe,Aubntrmaligy f the middle phaelanx o the 2dnt oe
HP_0010357,Abnormality of the middle bone of the 2nd toe,Abnormlaityo the misldbore of tfe 2nd toe
HP_0010358,Abnormal morphology of the proximal phalanx of the 2nd toe,nAormal morholog yof wte hpximal phaalnx of the 2n dtoe
HP_0010358,Abnormality of the innermost bone of the 2nd toe,uAbnormblity of trhe jinerbost bonme of he 2fd toe
HP_0010359,Aplasia/Hypoplasia of the phalanges of the 3rd toe,Aplasai/Heypoplasi ofpthe jpahxlanges fothe 3d toe
HP_0010359,Absent/small bones of 3rd toe,Absent/sml loens f 3rd toe
HP_0010359,Absent/underdeveloped bones of 3rd toe,Absvtn/ndredeveloped bones of 3grd ttope
HP_0010360,Broad phalanges of the 3rd toe,Broadp hlafgesvof the 3rd toec
HP_0010360,Wide bones of 3rd toe,Widme bnes ofj3rd roe
HP_0010361,Bullet-shaped 3rd toe phalanx,Buleyt-shlaped 3rd toe chpalanx
HP_0010361,Bullet-shaped bones of 3rd toe,Bllet-shtaped bones of3 rh dtve
HP_0010361,Bullet-shaped phalanges of the 3rd toe,Bullet-haqeed hpalangeo mo the 3rd toe
HP_0010362,Curved 3rd toe phalanx,Curvfd 3dd otoe phalanf
HP_0010362,Curved bones of 3rd toe,bCurved bomnoeis of 3rd toe
HP_0010362,Curved phalanges of the 3rd toe,oCupved phalanges of wthe rd to
HP_0010364,Patchy sclerosis of 3rd toe phalanx,Patzhy scleuosis of 3rd htentphalaxn
HP_0010364,Patchy sclerosis of the phalanges of the 3rd toe,lxPatchy sclerosis of tgep haloanbet of the 3rd toe
HP_0010364,Uneven increase in bone density in 3rd toe bone,Uenven increae yin xone densyits inu 3rd toe boe
HP_0010365,Symphalangism affecting the phalanges of the 3rd toe,ymphlaanixsmxffehctin thep halanges of th 3rd toe
HP_0010365,Fused bones of 3rd toe,Fusde bones yof 3d tope
HP_0010366,Triangular shaped phalanges of the 3rd toe,rTiancularshapeduphalanvges otfhe 3rd toe
HP_0010366,Triangular shaped 3rd toe bones,Tianglla rshaped 3r dtoebnes
HP_0010367,Duplication of phalanx of the 3rd toe,Dulpicoaytione fu pshalanx of the 3rd toe
HP_0010367,Duplication of 3rd toe bone,Duplicatin  3rd teo bonl
HP_0010367,Duplication of phalanx of the third toe,Duplication of phkalanx o fthe thirdbrto
HP_0010367,Partial/complete duplication of the phalanges of the 3rd toe,Partisl/comipleted uplicatioxn ogfthe iphlaagnes ofthe3 rd toy
HP_0010368,Abnormality of the distal phalanx of the 3rd toe,Abnomalityof the disat lphlanx o the 3rqtto
HP_0010368,Abnormality of the outermost bone of the 3rd toe,bnormeality cf theouotermostb one of hte 3dr te
HP_0010369,Abnormality of the middle phalanx of the 3rd toe,bnormalit yomfr tbhe middle palaxn of the 3rb te
HP_0010369,Abnormality of the middle bone of 3rd toe,Abnormality ft hae imddkle bone of 3rd tcoe
HP_0010370,Abnormal morphology of the proximal phalanx of the 3rd toe,Aormal xorhology obt proximgl phalanx oft h 3rd toe
HP_0010370,Abnormality of the innermost bone of 3rd toe,mnoramlisy of theuinnermosthbone of 3rd oteb
HP_0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,AplaisaHypoplaija o ftghe parnages of the 4th toe
HP_0010371,Absent/small bones of 4th toe,Absent/small bon oe v4th toe
HP_0010371,Absent/underdeveloped bones of 4th toe,Absent/udrdeevloezpd bone sof 4vh toe
HP_0010372,Broad phalanges of the 4th toe,Broad phalanges ofu mhe 4k otew
HP_0010372,Broad bones of the 4th toe,Brorad bones of he4t htce
HP_0010373,Bullet-shaped 4th toe phalanx,Bullet-shapes4th toey halnx
HP_0010373,Bullet-shaped bones of the 4th toe,Bullekt-hhapehd boanes of mhe 4tht oe
HP_0010373,Bullet-shaped phalanges of the 4th toe,vellet-shaped phlaange of thz 4th to
HP_0010374,Curved 4th toe phalanx,Curved 4th oe phiaan
HP_0010374,Curved bones of 4th toe,wurved bongs of t4htoe
HP_0010374,Curved phalanges of the 4th toe,Curvd hpalangus ofu the 4ttr toe
HP_0010376,Patchy sclerosis of 4th toe phalanx,Patch sclejrosis of 4th te halauonx
HP_0010376,Patchy sclerosis of the phalanges of the 4th toe,axtchy slerosi sof the pslanages of th 4th toe
